GO:0004177,Molecular Function,aminopeptidase activity,evm.model.tig082700000016.101
GO:0008641,Molecular Function,ubiquitin-like modifier activating enzyme activity,evm.model.tig082700000020.484
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000020.484
GO:0016791,Molecular Function,phosphatase activity,evm.model.tig082700000020.484
GO:0016874,Molecular Function,ligase activity,evm.model.tig082700000020.484
GO:0019948,Molecular Function,SUMO activating enzyme activity,evm.model.tig082700000020.484
GO:0043169,Molecular Function,cation binding,evm.model.tig082700000020.484
GO:0046872,Molecular Function,metal ion binding,evm.model.tig082700000020.484
GO:0008080,Molecular Function,N-acetyltransferase activity,evm.model.tig082700000020.485
GO:0016740,Molecular Function,transferase activity,evm.model.tig082700000020.485
GO:0008080,Molecular Function,N-acetyltransferase activity,evm.model.tig082700000020.486
GO:0016740,Molecular Function,transferase activity,evm.model.tig082700000020.486
GO:0016746,Molecular Function,acyltransferase activity,evm.model.tig082700000020.486
GO:0005216,Molecular Function,ion channel activity,evm.model.tig082700000020.489
GO:0005244,Molecular Function,voltage-gated ion channel activity,evm.model.tig082700000020.489
GO:0005245,Molecular Function,voltage-gated calcium channel activity,evm.model.tig082700000020.489
GO:0005248,Molecular Function,voltage-gated sodium channel activity,evm.model.tig082700000020.489
GO:0005261,Molecular Function,cation channel activity,evm.model.tig082700000020.489
GO:0005262,Molecular Function,calcium channel activity,evm.model.tig082700000020.489
GO:0005272,Molecular Function,sodium channel activity,evm.model.tig082700000020.489
GO:0005509,Molecular Function,calcium ion binding,evm.model.tig082700000020.489
GO:0046872,Molecular Function,metal ion binding,evm.model.tig082700000020.489
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.49
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000020.493
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000020.493
GO:0004674,Molecular Function,protein serine/threonine kinase activity,evm.model.tig082700000020.493
GO:0004683,Molecular Function,calmodulin-dependent protein kinase activity,evm.model.tig082700000020.493
GO:0004712,Molecular Function,protein serine/threonine/tyrosine kinase activity,evm.model.tig082700000020.493
GO:0005509,Molecular Function,calcium ion binding,evm.model.tig082700000020.493
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000020.493
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000020.493
GO:0016740,Molecular Function,transferase activity,evm.model.tig082700000020.493
GO:0046872,Molecular Function,metal ion binding,evm.model.tig082700000020.493
GO:0106310,Molecular Function,protein serine kinase activity,evm.model.tig082700000020.493
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000020.494
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000020.494
GO:0004674,Molecular Function,protein serine/threonine kinase activity,evm.model.tig082700000020.494
GO:0004687,Molecular Function,myosin light chain kinase activity,evm.model.tig082700000020.494
GO:0005509,Molecular Function,calcium ion binding,evm.model.tig082700000020.494
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000020.494
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000020.494
GO:0016740,Molecular Function,transferase activity,evm.model.tig082700000020.494
GO:0046872,Molecular Function,metal ion binding,evm.model.tig082700000020.494
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000020.495
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000020.495
GO:0004674,Molecular Function,protein serine/threonine kinase activity,evm.model.tig082700000020.495
GO:0004687,Molecular Function,myosin light chain kinase activity,evm.model.tig082700000020.495
GO:0005509,Molecular Function,calcium ion binding,evm.model.tig082700000020.495
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000020.495
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000020.495
GO:0016740,Molecular Function,transferase activity,evm.model.tig082700000020.495
GO:0046872,Molecular Function,metal ion binding,evm.model.tig082700000020.495
GO:0008270,Molecular Function,zinc ion binding,evm.model.tig082700000020.497
GO:0046872,Molecular Function,metal ion binding,evm.model.tig082700000020.497
GO:0061630,Molecular Function,ubiquitin protein ligase activity,evm.model.tig082700000020.497
GO:0017128,Molecular Function,phospholipid scramblase activity,evm.model.tig082700000020.5
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000020.501
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000020.501
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000020.501
GO:0003676,Molecular Function,nucleic acid binding,evm.model.tig082700000020.502
GO:0005216,Molecular Function,ion channel activity,evm.model.tig082700000020.502
GO:0008237,Molecular Function,metallopeptidase activity,evm.model.tig082700000020.502
GO:0008270,Molecular Function,zinc ion binding,evm.model.tig082700000020.502
GO:0016603,Molecular Function,glutaminyl-peptide cyclotransferase activity,evm.model.tig082700000020.502
GO:0046872,Molecular Function,metal ion binding,evm.model.tig082700000020.502
GO:0008270,Molecular Function,zinc ion binding,evm.model.tig082700000020.504
GO:0016874,Molecular Function,ligase activity,evm.model.tig082700000020.507
GO:0031625,Molecular Function,ubiquitin protein ligase binding,evm.model.tig082700000020.507
GO:0003676,Molecular Function,nucleic acid binding,evm.model.tig082700000020.509
GO:0003723,Molecular Function,RNA binding,evm.model.tig082700000020.509
GO:0004518,Molecular Function,nuclease activity,evm.model.tig082700000020.509
GO:0004527,Molecular Function,exonuclease activity,evm.model.tig082700000020.509
GO:0004534,Molecular Function,5'-3' exoribonuclease activity,evm.model.tig082700000020.509
GO:0008409,Molecular Function,5'-3' exonuclease activity,evm.model.tig082700000020.509
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000020.509
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000020.510
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000020.510
GO:0016887,Molecular Function,ATP hydrolysis activity,evm.model.tig082700000020.510
GO:0051082,Molecular Function,unfolded protein binding,evm.model.tig082700000020.510
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.513
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.514
GO:0030246,Molecular Function,carbohydrate binding,evm.model.tig082700000020.514
GO:0004553,Molecular Function,"hydrolase activity, hydrolyzing O-glycosyl compounds",evm.model.tig082700000020.52
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000020.520
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.520
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000020.520
GO:0008017,Molecular Function,microtubule binding,evm.model.tig082700000020.520
GO:0008568,Molecular Function,microtubule-severing ATPase activity,evm.model.tig082700000020.520
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000020.520
GO:0016853,Molecular Function,isomerase activity,evm.model.tig082700000020.520
GO:0016887,Molecular Function,ATP hydrolysis activity,evm.model.tig082700000020.520
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.522
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.523
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000020.524
GO:0004674,Molecular Function,protein serine/threonine kinase activity,evm.model.tig082700000020.524
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000020.524
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000020.524
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.531
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.532
GO:0004553,Molecular Function,"hydrolase activity, hydrolyzing O-glycosyl compounds",evm.model.tig082700000020.534
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000020.534
GO:0016798,Molecular Function,"hydrolase activity, acting on glycosyl bonds",evm.model.tig082700000020.534
GO:0047876,Molecular Function,endoglycosylceramidase activity,evm.model.tig082700000020.534
GO:0004553,Molecular Function,"hydrolase activity, hydrolyzing O-glycosyl compounds",evm.model.tig082700000020.535
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000020.535
GO:0016798,Molecular Function,"hydrolase activity, acting on glycosyl bonds",evm.model.tig082700000020.535
GO:0047876,Molecular Function,endoglycosylceramidase activity,evm.model.tig082700000020.535
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.539
GO:0004197,Molecular Function,cysteine-type endopeptidase activity,evm.model.tig082700000020.54
GO:0008234,Molecular Function,cysteine-type peptidase activity,evm.model.tig082700000020.54
GO:0016163,Molecular Function,nitrogenase activity,evm.model.tig082700000020.54
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.541
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.543
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.544
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.545
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.546
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000020.55
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.55
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000020.55
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000020.55
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.551
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.552
GO:0016829,Molecular Function,lyase activity,evm.model.tig082700000020.554
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000020.555
GO:0004222,Molecular Function,metalloendopeptidase activity,evm.model.tig082700000020.555
GO:0004252,Molecular Function,serine-type endopeptidase activity,evm.model.tig082700000020.555
GO:0004553,Molecular Function,"hydrolase activity, hydrolyzing O-glycosyl compounds",evm.model.tig082700000020.555
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000020.555
GO:0004674,Molecular Function,protein serine/threonine kinase activity,evm.model.tig082700000020.555
GO:0004709,Molecular Function,MAP kinase kinase kinase activity,evm.model.tig082700000020.555
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000020.555
GO:0008233,Molecular Function,peptidase activity,evm.model.tig082700000020.555
GO:0008236,Molecular Function,serine-type peptidase activity,evm.model.tig082700000020.555
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000020.555
GO:0016740,Molecular Function,transferase activity,evm.model.tig082700000020.555
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000020.555
GO:0030246,Molecular Function,carbohydrate binding,evm.model.tig082700000020.555
GO:0046872,Molecular Function,metal ion binding,evm.model.tig082700000020.555
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.556
GO:0004553,Molecular Function,"hydrolase activity, hydrolyzing O-glycosyl compounds",evm.model.tig082700000020.557
GO:0005509,Molecular Function,calcium ion binding,evm.model.tig082700000020.557
GO:0008233,Molecular Function,peptidase activity,evm.model.tig082700000020.557
GO:0008237,Molecular Function,metallopeptidase activity,evm.model.tig082700000020.557
GO:0030246,Molecular Function,carbohydrate binding,evm.model.tig082700000020.557
GO:0004553,Molecular Function,"hydrolase activity, hydrolyzing O-glycosyl compounds",evm.model.tig082700000020.559
GO:0030246,Molecular Function,carbohydrate binding,evm.model.tig082700000020.559
GO:0016163,Molecular Function,nitrogenase activity,evm.model.tig082700000020.56
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000020.560
GO:0004674,Molecular Function,protein serine/threonine kinase activity,evm.model.tig082700000020.560
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000020.560
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000020.560
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000020.561
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000020.562
GO:0004674,Molecular Function,protein serine/threonine kinase activity,evm.model.tig082700000020.562
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000020.562
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000020.562
